songName,artists,lyricists,musicComposers,genres,lyrics,metaphors
Hanthane Kandu Muduna – හන්තානේ කඳු මුදුන,W.D.Amaradewa,,,Old Pops,"හන්තානේ කඳු මුදුන සිසාරා පවනක් වී එන්නම්
ඔබේ සුවඳ රැඳි කුටිය සමීපේ කුසුමක් වී ඉන්නම්...
කුසුමක් වී ඉන්නම්
තුන් මහළින් සැදී සරසවි පායේ මල් කැටයම් සෙවනේ
සිරිපොද වැස්සේ නැගුනු සතුටු රළ
මිරිගු සයුර විනි අතීතයේ- මිරිගු සයුර විනි අතීතයේ
පාළු නිසංසල කඳු වැටි අතරේ මහවැලි ගං ඉවුරේ
අත් තටු සිඳගත් විහඟ විලාසෙන්
අපේ පැතුම් ඉකිබිදිනු ඇසේ - අපේ පැතුම් ඉකිබිදිනු ඇසේ","[{'metaphor': 'මිරිගු සයුර විනි අතීතයේ', 'interpretation': 'හොඳින් මතක නැති අතීතයේ'}]"
Chandra Mandale – චන්ද්‍ර මණ්ඩලේ,Sunil Edirisinghe,Rathna Sri Wijesinge,Rohana Weerasingha,"Classics,Request","චන්ද්‍ර මණ්ඩලේ සැතපුණ පුංචි සාවියේ
මන්ද කියාපන් නොකියා හැංගිලා ගියේ
පාන නිවුන සේ පාළුයි ලැයින් කාමරේ
මන්ද නුඹ ගියේ කියපන් පුංචි සාවියේ
ලාභ රත්තරන් දිලිසෙන පාළු වීදියේ
ගෑනු ළමයි පියාඹලා ඉස්සරත් ගියේ
උන්ට සෙයිලමේ මඟතොට පාර වැරදුණේ
අන්න ඒ නිසයි මට දුක රත්තරන් දුවේ
මාල බැඳන් සුදු යකඩෙන් රෝස මල් වනේ
මාල ගිරව් ගේ දොරකඩ සිංදු කිව් වෙලේ
හීනෙනුත් හිතුනෙ නෑ මට මොකද කාරණේ
පාර මතකනම් තාමත් ගේ ලඟයි දුවේ","[{'metaphor': 'පුංචි සාවියේ', 'interpretation': 'කාන්තාව'}]"
Duwe Numba mage – දුවේ නුඹ මගෙ,Sunil Edirisinghe,Bandara Ahaliyagoda,Rohana Weerasingha,"Inspirational,Classics,New Pop","දුවේ නුඹ මගෙ ප්‍රාණයයි
සැබෑ වුණ සුබ සිහිනයයි
සෙනෙහසින් කුලගෙට පියනගන්නේ
සනුහරේ අභිමානයයි //
මං මලක් ලෙස නුඹ නොහැදුවේ
පෙති හැලී පරවෙන නිසාමයි
දුක දිනා හිනැහෙන හැටි දුවේ
නුඹ දැන උගත් පාඩම තමයි
මිල මුදල නිල බල යා නොදෙයි
මිල මුදල නිල බල යා නොදෙයි
කළ හොඳම විතරක් ඉතිරිවෙයි
කළ හොඳම විතරක් ඉතිරිවෙයි
අප මී මුතුන් මිත්තන් එදා
සිය ලේ කඳුළු දහදිය පුදා
පරපුරෙන් පරපුරට රැගෙන ආ
ඒ ගෞරවය මගෙ දුව තමා
නුඹ යන්නෙ හිස් දෑතින් නොවේ
නුඹ යන්නෙ හිස් දෑතින් නොවේ
ගෙනියන්නෙ ඒ අභිමානයයි
ගෙනියන්නෙ ඒ අභිමානයයි","[{'metaphor': 'මං මලක් ලෙස නුඹ නොහැදුවේ පෙති හැලී පරවෙන නිසාමයි', 'interpretation': 'මම ඔබව ශක්තිමත්, ඔරොත්තු දෙන, විඳදරා ගැනීමේ හැකියාවන් ඇති කෙනෙකු ලෙස හැදුවේ එවිට එම ලක්ශණ පහසුවෙන් අහිමි නොවන නිසයි'}]"
Epa Yali Hamuwanna – එපා යළි හමුවන්න,Sunil Edirisinghe,Dishan Nanayakkara,Karunarathna Wijewardhana,Current Songs,"එපා යළි හමුවන්න ජීවිතේ ගමන් මඟ
ඔබෙන් මට උරුම වූ වේදනා කඳුළු ගඟ
හිරු සිනාසෙන ලොවක පැතුම් මල් දෙවැට ලඟ
ඔබේ ජීවන සුවඳ අරන් ඈතට යන්න
සංසාර ගමන් මඟ සෙනෙහස සොයා දිනක
ආ ගමන නිමා කල ඔබේ හදවත ගාව
සෙනෙහසේ අවසාන කඳුළු බිඳුවක පහස
ගලා යයි අතීතේ මිය ඇදුණු සොහොන ලඟ
ඔබ මවෙත තිළිණ කල ඔබේ බැතිබර සුවඳ
මගේ මතකය වසා සදා කල් රැඳෙනු ඇත
සංසාරයේ යළිදු නවාතැන් සොයායන
මගේ මළගමදාට ඇවිත් යන්නට එන්න","[{'metaphor': 'වේදනා කඳුළු ගඟ', 'interpretation': 'විශාල වූ වේදනාවන්'}]"
Eka Yaye Kaka – එක යායේ කකා,"Sunil Edirisinghe,Bandula Wijeweera,Edward Jayakody",Premakeerthi De Alwis,H.M.Jayarathna,Movie Songs,"එක යායේ කකා වැටී එකා වගේ එකට ඉදී
එක පවුලේ උපන් ලෙසේ කල ආරක්ෂා
නාස් ලනුව දමනවාලු කරත්තයක බදිනවාලු
අපට හිටිය ලපටි කැකුළු නාඹර වස්සා
ගෙට ආකල ටිකිරි ලියා නුඹ වේවිලු කබරගොයා
ලිදට ගියත් අවසරයක් ගන්නට වේවී
දල ගලවා අතේ තියා නුඹ නටවයි ඒ ළමයා
පනවාලා දරුණ දණ්ඩ බන්ධන නීති
වලට වැටුනු එකායකා වලටම ඇදගනු මිසකා
වලෙන් උඩ ට එන්නට අත දෙන්නට කැමති
නෑදෑහිතවතෙක් නැති ඒගැන හිතුවොත් යෙහෙකි
කසාදෙ නම් කසාය හරි තිත්ත බෙහෙතකි","[{'metaphor': 'නාඹර වස්සා', 'interpretation': 'අලුතින් කසාද බැඳි තරුණයා'}]"
Hade Kothanaka – හදේ කොතැනක,Sunil Edirisinghe,Kumaradasa Saputhanthri,Rohana Weerasingha,,"හදේ කොතැනක හෝ හිඳී ඔබ
නිදා නොනිදා මෙන්
බලා අවසර සොයා කල් දැන
වෙලා හස රැහැනින්
පෙළයි මා, මුදා සුව දැහැනින්
සයුර ඉම රත් සිතිජ රේඛාවේ
මියෙන හිරු සේ ගිලී ගිම් අඳුරේ
තලා මා සිත පලා ගිය ඔබ
දවයි මා….හද, තනිවෙනා මොහොතින්
උතුම් පිවිතුරු ප්‍රේමයේ නාමෙන්
සහස් සුවහස් පැතුම් බල මහිමෙන්
ඉනූ කඳුලද සිඳෙන්නට පෙර
යදින්නම්…. ඔබ, මැකී යනු මතකෙන්","[{'metaphor': 'සයුර ඉම රත් සිතිජ රේඛාවේ මියෙන හිරු සේ ගිලී ගිම් අඳුරේ තලා මා සිත පලා ගිය ඔබ', 'interpretation': 'බැසයන හිරු සිතිජ රේඛාවේ ලෝකයක අඳුරේ ගිල්වා යන්නාක් මෙන් ඔබ මා සිත වේදනාවේ දමා පැන යයි'}]"
Handana Pana Nala – හඬන පණ නල,Sunil Edirisinghe,K.D.K.Dharmawardhana,Lakshman Wijesekara,Movie Songs,"හඬන පණ නල යදින සැනසුම
දැවී යයි හද චිතකයේ
කඳුළු බිඳුවක සිසිල පමණකි
වියළි කතරට හිමිවුණේ
යොවුන් සිතිවිලි විපිලිසර වී
මහළු ලොව තුල මිය ඇදේ
සයින් පීඩිත හඬන සුරගුරු
යදී සිඟමන් මාවතේ
රකුසු පියසක පිපුණු කුසුමට
මලවි හමුවන පින නැතේ
දෑස නැති විට නුහුරු මං පෙත
සරණ පා යුග පටලැවේ","[{'metaphor': 'දෑස නැති විට නුහුරු මං පෙත සරණ පා යුග පටලැවේ', 'interpretation': 'ආදරය නැති විට දිවි ගමන තනියම යාම අපහසු වේ'}]"
Kandulu Kathawe – කඳුළු කතාවේ,W.D.Amaradewa,,,Old Pops,"කඳුළු කතාවේ නිමක් දුටුව දා
සිහින ලතාවේ මලක් පිපුනු දා..//
සතුටු ගඟක් ගැලුවා - හදට හදක් බැඳුනා
ආසිරි චාමර පවන් සැලී
සෝ දුක් සංකා සෙමින් වැකී//
දෙගුරුන් මිතුරන් සුපැතුම් මැද්දේ
අපේම ලොව අප තනිවූවේ
සුසුමක පාකර හසුන් යවා
දෙතැනක තනිවී හඬා දොඬා//
ගෙවූ අතිතෙන් අප සමුගන්නෙමු
අළුත් ලොවක රන් කිරුළු දරා","[{'metaphor': 'සතුටු ගඟක් ගැලුවා', 'interpretation': 'විශාල සතුටක් දැනුනා'}]"
Karadara Podi Benda – කරදර පොදි බැඳ,W.D.Amaradewa,,,Classics,"කරදර පොදි බැඳ ගැළ පිට පටවා
කරුමයෙ කළු ගොනු පෙරටුවෙ බැඳගෙන
මේ ජීවන මග අප යනවා
ඒ ගමනේ දුක් දාහෙ නිවාළන
සීපද මුවගින් පිට වෙනවා
සීපද මුවගින් පිට වෙනවා
අප යන මේ මඟ කළුගල් මතුවී
පය රත්වීලා බුබුළු නැගෙන සඳ
දෑසින් කඳුළැලි මතුවෙනවා
ඒ ගමනේ දුක් දාහෙ නිවාළන
සීපද මුවගින් පිට වෙනවා
සීපද මුවගින් පිට වෙනවා
කිරිගල්පොත්තේ කන්ද නගින විට
ගම සිටිනා ඔබ හදෙහි ඇඳෙනවා
ඒකෙන් ගමනට හිත දෙනවා
ඒ ගමනේ දුක් දාහෙ නිවාළන
සීපද මුවගින් පිට වෙනවා
සීපද මුවගින් පිට වෙනවා","[{'metaphor': 'කරුමයෙ කළු ගොනු පෙරටුවෙ බැඳගෙන මේ ජීවන මග අප යනවා', 'interpretation': 'කර්මය නිසා ජීවිත ගමන නොනැවතී යයි'}]"
Hindivi Kothanaka – හිඳීවි කොතැනක,Sunil Edirisinghe,Kularathna Ariyawansa,Rohana Weerasingha,"New Pop,Golden Oldies","හිඳීවි කොතැනක හෝ
හිමි කාරයා උපන් නුඹේ නමින්
වඩීවි කෙදිනක හෝ
ඒ එනතුරා හිත හදාගෙන ඉඳින් …//
ගඟකට සයුරක් මුණ ගැසේවී
රළකට වෙරළක් මඟ හිඳීවී ...//
නියඟට වැස්සක් ඇද හැලේවී
නුඹටත් කෙනෙක් හිඳීවී
දවසක සොයාන ඒවී
අකුලක පිපෙන නැවුම් මලක් සේ
නදියක නැගෙන තරංගයක් සේ ...//
නළලත සිඹින පවන් රොදක් සේ
නොසිතුව විටෙක ළඟාවී
නුඹ විඳි අඳුර නිවාවී","[{'metaphor': 'අකුලක පිපෙන නැවුම් මලක් සේ', 'interpretation': 'ඒ කෙනා හමුවන දවසක දිවියම සුන්දර වේවි'}, {'metaphor': 'නදියක නැගෙන තරංගයක් සේ', 'interpretation': 'ඒ කෙනා හමුවන දවසක දිවියම සුන්දර වේවි'}, {'metaphor': 'නළලත සිඹින පවන් රොදක් සේ', 'interpretation': 'ඒ කෙනා හමුවන දවසක දිවියම සුන්දර වේවි'}]"
Hise Gini Awilethe – හිසේ ගිනි ඇවිලෙතේ,Sunil Edirisinghe,Premakeerthi De Alwis,Victor Rathnayaka,Classics,"හිසේ ගිනි ඇවිලෙතේ පසේ බුදුවරු නැතේ
ඇසේ තෙත ඇත හිතේ පිසින්නේ කවුරුදෝ//
කඳුළු දනව්වේ උල්පතින්
හඬන හැඬුම් ගංගා ගලා
ඒ ඉවුරේ මෙසේ
ඒ ඉවුරේ මෙසේ
ලොවේ අය දිව යතේ
යුගෙන් යුගේ අත් වැල් බැඳී
යදම් වැලක් විලසින් ඇදී
නෑ නිවුණේ සදා
නෑ නිවුණේ සදා
මිනිස් කම මෙදියතේ","[{'metaphor': 'කඳුළු දනව්වේ උල්පතින් හඬන හැඬුම් ගංගා ගලා', 'interpretation': 'බොහෝ සේ හඬා'}]"
Kale Pan Etha – කලේ පැන් ඇත,Sunil Edirisinghe,K.D.K.Dharmawardhana,Rohana Weerasingha,,"කලේ පැන් ඇත නැවුම් රහ නැත
මොකද මන්දා ලිඳට වූයේ
පුළුස්සා ගත් රොටිය කර වී
මොකද මන්දා ලිපට වූයේ
හදා ගත් ලුණු මිරිස රහ නැත
මොකද මන්දා දිවට වූයේ
සැලේ ගහ කොළ සුළඟ ඇත එද
සිහිල කොයි අත ගියාදෝ
කෝල බව මුසු සිනා හඬ නැත
සවන් බිහිරිව ගියාදෝ
පුරුදු නිවහන නුහුරු වී නම්
කාට මේ ගැන කියන්නෙම්
කාට මේ ගැන කියන්නෙම් මම
බිරින්දෑ නෑ ගම් ගොහින්
බිරින්දෑ නෑ ගම් ගොහින්
බිරින්දෑ නෑ ගම් ගොහින්","[{'metaphor': 'සිහිල', 'interpretation': 'බිරිඳ/ කාන්තාව'}]"
Kandulu Denna – කඳුළු දෙන්න,Sunil Edirisinghe,Kumaradasa Saputhanthri,Rohana Weerasingha,Old Pops,"කඳුළු දෙන්න මට හඬන්න
සත් සමුදුරු ගොඩ ගලන්න
සුසුම් දෙන්න මට හෙලන්න
සක්වල ගල සසල වන්න
හිත උපන්න ආලවන්ත
ඒ රුව කෝ මට කියන්න
මගෙ තනියට මා පමණයි
ඇය එවන්න මා බලන්න
ලිහිණියනේ පියාඹන්න
ඇය ඇති තැන සොයා යන්න
මා මිය යන බව පවසා
ඇය එවන්න මා බලන්න","[{'metaphor': 'සක්වල ගල', 'interpretation': 'ලෝකය/ පෘථිවිය'}]"
Minisa Suwandayi – මිනිසා සුවඳයි,Sunil Edirisinghe,Kumaradasa Saputhanthri,Rohana Weerasingha,Old Pops,"මිනිසා සුවඳයි මල සේ නුවණින් එළියයි හිරු සේ
පරවී………   වැටිලා ඒ හිරු මල මේ දෙරණේ
පොළවේ උරුමේ කියමින් බිලිදී විහිඟුම් ගුණදම්
දහසින් මියෙනා සටනින් අඟලේ හිමිකම් සොයමින්
ලොව නහවා සෝ කඳුලින්
සැනහේ ජය පැන් පුරමින්
උණු ලේ විෂ වී සිරුරේ ඉසුරන් ගැටෙනා අතරේ
ගිනි මල් පිපිලා අහසේ ඇවිලේ ගිනි දැල් සයුරේ
සා පවසින් ඉකි බිඳිනා
සුසුමෙන් යදියන් හෙලනා","[{'metaphor': 'උණු ලේ විෂ වී සිරුරේ ඉසුරන් ගැටෙනා අතරේ ගිනි මල් පිපිලා අහසේ ඇවිලේ ගිනි දැල් සයුරේ', 'interpretation': 'අහසේ ගිනිමල් පිපී ඇවිලී දැවෙනවා සේ උණු ලේ විෂ වී සිරුරේ ගැටේ'}]"
Ma Ithin Yanna – මා ඉතින් යන්න,Sunil Edirisinghe,Rathna Sri Wijesinge,Rohana Weerasingha,New Pop,"මා ඉතින් යන්න යනවා මට යන්න අවසරයි
මට අරන් යන්න ඇත්තේ ඒ මතකය විතරයි //
ඔබ සඳක් සේම පායා මට එලිය දුන් වගයි
ඔබ සඳක් සේම බැස යයි මට අයිති කළුවරයි
මට මතක එපමණයි
සඳ එලිය අයිති ලොවටයි සඳ අයිති අහසටයි
උණු කඳුළු බින්දු පමණක් මේ බිමට වැටෙනු ඇයි
මට උරුම එපමණයි","[{'metaphor': 'ඔබ සඳක් සේම පායා මට එලිය දුන් වගයි', 'interpretation': 'නුඹ මගේ ජීවිතය ආලෝකමත් කරනවා'}]"
Nim Therak – නිම් තෙරක්,Sunil Edirisinghe,Bandula Nanayakkarawasam,Rohana Weerasingha,Old Pops,"නිම් තෙරක් නොදුටු මේ ලෝකයේ
රුදු සපුන් නිබඳ සරනා බිමේ //
ඔබේ සිනා වත මගේ නවාතැන
අරුණු විහිදුවාවී ජීවිතයේ
රැල් නගා ගලන ගංගා දියේ
මං වසා දමනු හැකිදෝ කෙසේ //
සොයා සයුරු දිය හඹා ඇවිත් ගඟ
සදා සැඟව යාවී සාගරයේ
සිල් බිඳී මුවන් කැලඹූ වනේ
බිම නොලා නෙලූ ඵල මාවතේ //
සදා ඔබේ ගිම් බෙදාගනිම් මම්
තැවුල් සැඟව යාවී මාරුතයේ","[{'metaphor': 'ඔබේ සිනා වත මගේ නවාතැන', 'interpretation': 'ඔබේ සිනාව මගේ ජීවිතයේ සැනසීමක් දෙන නවාතැනකි;'}]"
Ran Malak Lesa – රන් මලක් ලෙස,Sunil Edirisinghe,Kumaradasa Saputhanthri,Rohana Weerasingha,Inspirational,"රන් මලක් ලෙස දෙව් බබුන්
දෝතින් පිදූ මේ පින් බිමේ
පස් පිඩක් ගිලිහී නොයන්නට
රන් වැටක් ඇත සිව් කොනේ
නෙත් පුරා එක හීනයෙ මුළු
ලෝකයා නිදනා රෑයේ
දේශයේ මුර දේවතා එළි
රෑ පුරා දැල් වී තියේ
ලෙහි හොවා වැඩු සිය පුතුන් අත
අවි දාර වැද රණ මතින්
පෑ විකුම් දැක දෑ බැතින් මිස
අත් මුදුන් දෙති පිය වරුන්
මව් බිමේ හිමිකම් පතා තම
දිවි පිදූ කල ඒ පුතුන්
තුන් හෙළෙ හැම මව්වරුන් ලය
කිරි එරී ඇත උන් නමින්
මව් කුසින් නොව මිහි කුසින් සිරි
ලක උපන් විරු දරුවනේ
අපි ඔබෙන් නව පන ලබා මෙහි
යලි උපන්නෙමු අද දිනේ
නෑසියන් සොයුරන් ඔබෙ අද
දූ පුතුන් හැම මේ බිමේ
හදවතින් අපි යුධ බිමෙහි ඔබ
තනි කලේ නැත කිසි දිනේ","[{'metaphor': 'දේශයේ මුර දේවතා එළි රෑ පුරා දැල් වී තියේ', 'interpretation': 'රණවිරුවන් දිවා රෑ දෙකෙහිම රට ආරක්ෂා කරති'}]"
Palanchiye Lee – පලංචියේ ලී ඉරුවේ,"Edward Jayakody,Sunil Edirisinghe",Wasantha Kumara Kobawaka,Rohana Weerasingha,Duets,"පලංචියේ ලී ඉරුවේ අපි එකට
මල් පැන් පොදක් රහ බැලුවේ අපි එකට
එක වාඩියේ කල් ඇරියත් හිත හොඳට
ඇයි මස්සිනේ පෙම් කළෙ අපි එක මලට
විරසක වී රුපුන් ලෙස යුද වදින්නද
කුළුඳුල් පෙම මෙයයි ඉන් අත් මිදෙන්නද
පෙම්දම් නිසා මිතුදම් සිඳ දමන්නද
හොඳ හිත නුඹෙ තරම් ලොවකින් ලබන්නද
දොඩමළු කතා නෑ අද වාඩිය හෙවණේ
නිදි නැති රැය පුරා නුඹෙ සුසුමයි ඇසුණේ
හොර රහසින්ම එක සුවඳක් පැතු පවිනේ
නුඹවත් නැතිවේද හෙට මට සකි සඳුනේ","[{'metaphor': 'පෙම් කළෙ අපි එක මලට', 'interpretation': 'අපි එකම කාන්තාවට ආදරය කලේ'}]"
Me Tharam Siyumalida – මේ තරම් සියුමැලිද,Sunil Edirisinghe,Ravi Wasantha Welgama,Dharshana Ruwan Dissanayake,New Pop,"මේ තරම් සියුමැලිද කළු ගල්
හිතන්නටවත් බැරි නිසා
මම ගියා අවුකන බුදුන්ටත්
දෑස් දුන් මිනිසා සොයා
දෑස් දුන් මිනිසා සොයා
කලා වැව ලඟ ඉලුක් හෙවනක
මැටි පිලක පැදුරක් එලා
රිදුම් පිරිමදිමින් බලයි ඔහු
මැරෙන ඉපදෙන රළ දිහා
මැරෙන ඉපදෙන රළ දිහා
ඉසුරුමුණියේ නුඹ තැනූ
පෙම්බරිය කොතැනද කියා
මා ඇසූ විට හිනැහුණා ඔහු
තවම තනිකඩයැයි කියා
තවම තනිකඩයැයි කියා","[{'metaphor': 'මැරෙන ඉපදෙන රළ', 'interpretation': 'නැවත නැවතත් ගසන රළ'}]"
Miniseku Pita Nagi – මිනිසෙකු පිට නැගි,Sunil Edirisinghe,Premakeerthi De Alwis,H.M.Jayawardhana,Old Pops,"මිනිසෙකු පිට නැගි අසරුවෙකි
ඒ බර ගෙයි වහලෙට බරකි
පාන්දරින් පැරදුණු ඒ මිනිහා
හැන්දෑවෙත් අසු පිටට නගී
හෙට මම ගෙදරට සුර සැප දෙනවා
අද රෑ ලුණු මිරිසෙන් ගත වෙනවා
කාසි මල්ල සතෙකුගෙ පිට යනවා
දූ දරුවන් පැදුරේ නිදියනවා
ඉරණම් විසඳුම සතෙකුට දෙනවා
තිරිසනෙකුට මිනිසෙකු පරදිනවා
දරුවන් බිරිඳත් ගිනි උහුලනවා
හීනෙන් නුඹ තව ගෙවල් හදනවා","[{'metaphor': 'මිනිසෙකු පිට නැගි අසරුවෙකි', 'interpretation': 'සූදුවට හුරුවූ අයෙකි'}, {'metaphor': 'ඒ බර ගෙයි වහලෙට බරකි', 'interpretation': 'සූදුවට පෙළඹීම නිසා සිදුවන ධන හානියේ ප්‍රතිඵලය නිවසේ ජීවන බරට දැනේ'}]"
Nube Sithata – නුඹේ සිතට,Sunil Edirisinghe,Sunil R Gamage,Rohana Weerasingha,Old Pops,"නුඹේ සිතට පුන්සඳ පායලා වගේ
සිනා කිකිණි මල් පිපුණා දෙතොල දිගේ
එදා නැගුණු ආදර කැක්කුමට මගේ
ජාති ජාති නුඹ මට වාසනා නඟේ
අරුංගලේ දිස්නය ඇස් දෙකට අගේ
මාල පොටේ මුතු අමුණා මුවග අගේ
දෙපෝ දාට අහසේ තරු රෑන වගේ
ආල සිතක් බැඳුණයි රන් රුවට නුඹේ
නළල් තලට මුතු තැලි පට කිමද දඟේ
අතැඟිල්ලට රන් මුදුවක් නොවෙද අගේ
ලැතැවිල්ලට මංගල පෝරුවක් කොහේ
සැනසිල්ලට දුරු රටකට යමුද නඟේ","[{'metaphor': 'සිනා කිකිණි මල් පිපුණා දෙතොල දිගේ', 'interpretation': 'කිංකිණි මල් මෙන් ඔබ සිනාසුනා'}, {'metaphor': 'දෙපෝ දාට අහසේ තරු රෑන වගේ ආල සිතක් බැඳුණයි රන් රුවට නුඹේ', 'interpretation': 'රෑ තරු රෑන වගේ නුඹේ රූපයට මට ආදරය සිතුනා'}]"
Pana Mada Kadithi – පැන මඩ කඩිති,Sunil Edirisinghe,Mahinda Chandrasekara,Rohana Weerasingha,Classics,"පැන මඩ කඩිති වැව් තාවලු වැහි කාලේ
පෙන්නා මග නොමග නොවැටී යන තාලේ
සිප් කිරි පෙවූ මූසිලයින් උඩු මාලේ
අපෙ ගුරුතුමා යයි තාමත් ඉස්කෝලේ
සාමා අමර විකුණති බස් පොළේ කජු
කුමාරෝද පිටු දන් දෙති එයින් මතු
උගත මනා ශිල්පය පිල් කඩ නොපැතූ
වේවැල වටා ඉකිබිඳ දඬුවමක් පැතූ
රන්මසු පටපිළී අබරණ උරණ වෙලා
සමන්පිච්ච කැකුළිය ගෙයි මිලින වෙලා
ගුරු නිවහනේ කඳුලට උල්පතක් වෙලා
ලොකු හාමිනේ ඇත බිතු සිතුවමක් වෙලා","[{'metaphor': 'සිප් කිරි පෙවූ', 'interpretation': 'ශිල්පයෙන් පෝෂණය කළ'}, {'metaphor': 'මූසිලයින්', 'interpretation': 'සිසුන්'}]"
Tharu Mal Yayama – තරු මල් යායම,Gunadasa Kapuge,Lushan Bulathsinhala,Gunadasa Kapuge,"Classics,Old Pops","තරු මල් යායම පොඩිකර අහස් විලේ
ඉර හඳ මිරිකා දියකර සාගරයේ
අඳුරේ උන්නෙමි ලොවම එපා වී
මා හැරදා ඈ ගිය දවසේ
මා හැරදා ඈ ගිය දවසේ
දුක පැවසූවෙමි අසනා කෙනෙක් නැතී
පාළු නැසූවෙමි තනියට කෙනෙක් නැතී
තැවුනේ දැවුනේ පිරිසිදු සිතකින්
එකම ළඳක් වෙත පෙම් කල උමතුවෙනි
නුවර උයන් මැද හමුවූ ළඳුන් නැතී
යටැසින් බැලු නෙත් රහසින් කතා නැතී
තැවුනේ දැවුනේ පිරිසිදු සිතකින්
එකම ළඳක් වෙත පෙම් කල උමතුවෙනි","[{'metaphor': 'අඳුරේ උන්නෙමි ලොවම එපා වී මා හැරදා ඈ ගිය දවසේ', 'interpretation': 'ඈ මා හැරැගිය පසු දුකින් කල් ගත කළෙමි'}]"
Obai Ramya Sanda – ඔබයි රම්‍ය සඳ කිරණ,Nanda Malani,Sunil Ariyarathna,H.M.Jayawardhana,Classics,"ඔබයි රම්‍ය සඳ කිරණ ඝණ අන්ධකාරේ
ඔබයි සෞම්‍ය තරු එළිය ගිම්හාන කාලේ …//
සදානන්ද කරවූ ඔබේ මධුර රාවෙන්
පිපී ආමි අරවින්දයක් සේ තඪාගේ
උදාවූ සුපෙම් දම් නුසුන්වී රැඳේවා
මගේ පුංචි ලෝකේ තැවුල් දුක් නොවේවා","[{'metaphor': 'ඔබයි රම්‍ය සඳ කිරණ ඝණ අන්ධකාරේ', 'interpretation': 'ඔබ දුක්බර ජීවිතයට සතුට ගෙනේ'}, {'metaphor': 'ඔබයි රම්‍ය සඳ කිරණ ඝණ අන්ධකාරේ', 'interpretation': 'ඔබ දුක්බර ජීවිතයට සතුට ගෙනේ'}]"
Sinhala Sindu Kiyana – සිංහල සිංදු කියන,Gunadasa Kapuge,Rathna Sri Wijesinge,Gunadasa Kapuge,Old Pops,"සිංහල සිංදු කියන  නළලේ තිලක තියන කිරිල්ලී
තුඩින් හදවතක් අරගෙන
ගිණිගත් තල් අරඹට ආවාදෝ ඉගිල්ලී//
දිව නුහුරු බසින් පෙම් කවි කී  කුරුල්ලාට වශීවී
ගිනි මලින් තැනූ මල් පොකුරක් අතට ගත්ත මනාලී
මධුසමේ මධුර කටු අතරේ පිපී වැනුන සුරූපී
ගිනි අවිත් එක්ක පෙමින් බැදුනු විහඟ සෙනග අඩාවී
ඒ කදුළු සිංහලට නගන්න නුඹට හැකිය ප්‍රියාවී
ආදරය නුඹට බාරයි රැකගනින් දේවතාවී","[{'metaphor': 'කිරිල්ලී', 'interpretation': 'කාන්තාව'}]"
Viduli Mini Pahan – විදුලි මිණි පහන්,Gunadasa Kapuge,Lushan Bulathsinhala,Gunadasa Kapuge,"Classics,Old Pops","විදුලි මිණි පහන් දැවී බොළඳ ගී සිනා රැළී
නිලංකාර අදුරේ සිරවී සැඳෑ සාදයේ
කුරා කුහුඹු මිනිසා වෙමි මා ඔබේ මන්දිරේ
කුරා කුහුඹු මිනිසා වෙමි මා ඔබේ මන්දිරේ
එන්න කන්න බොන්න මිහිරේ සැමටයි ආරාධනා
ඔබේ හඬ කිදී සිදී යයි කතා සරිත් සාගරේ
ඔබේ හඬ කිදී සිදී යයි කතා සරිත් සාගරේ
සුරාගෙන පිරූ විතේ විසුළු කෙලි නැටුම් සිනා
යොමා ඇස බලන් යළි සොඳුරේ මැදුරු දොර දිහා
දෙන්න කන්න බොන්න නොකියා දෙනෙතින් ආරාධනා
දෑත පා ඉඳුල් යදී ඇස් ගයා හංස ගීතිකා
දෑත පා ඉඳුල් යදී ඇස් ගයා හංස ගීතිකා
ඔබේ මන්දිරෙන් එහාමගේ ලොව බලා සිටී
පළා යයි ඔබේ ලොවෙන් මා දෙපා සමු නොදී","[{'metaphor': 'කුරා කුහුඹු මිනිසා වෙමි මා ඔබේ මන්දිරේ', 'interpretation': 'ඔබ මට අවධානයක් නොදේ'}]"
Raththaran Duwe – රත්තරන් දුවේ,"Nanda Malani,Rohana Weerasinghe",Carlo Fonseka,Rohana Weerasingha,"Duets,Old Pops","රත්තරන් දුවේ අපේ රත්තරන් දුවේ
ඔබයි දිවිය අර්ථවත් කලේ
ගියදා පටන් ඉගිල කුරුළු කූඩුවෙන්
සංතෝෂයක් නැ හිතේ//
සංතෝෂයක් නැ හිතේ
සංතෝෂයක් නැ හිතේ
ගියදා පටන් ඉගිල කුරුළු කූඩුවෙන්
සංතෝෂයක් නැ හිතේ//
ඉගිළිලා ගියේ සමුගෙන අපේ කූඩුවෙන්
ඔබත් කූඩුවක් තනන්න නේ
ඉගිළිලා ගොසින් තනපු කූඩුවත් අරන්
නැවත එන්න පියඹලා දුවේ//
නැවත එන්න පියඹලා දුවේ
නැවත එන්න පියඹලා දුවේ
ඉගිළිලා ගොසින් තනපු කූඩුවත් අරන්
නැවත එන්න පියඹලා දුවේ...//
ඇවිත් යන්න එන්න සුදු දුවේ","[{'metaphor': 'ගියදා පටන් ඉගිල කුරුළු කූඩුවෙන්', 'interpretation': 'පව්ලෙන් වෙන්වී ගියදා සිට'}]"
